x-axis,1,2
second,Volt,Volt
-5.000000E-06,+1.688442192972E+00,+1.476633157581E+00
-4.995000E-06,+1.688442192972E+00,+1.476633157581E+00
-4.990000E-06,+1.728643197566E+00,+1.476633157581E+00
-4.985000E-06,+1.728643197566E+00,+1.476633157581E+00
-4.980000E-06,+1.766331639374E+00,+1.476633157581E+00
-4.975000E-06,+1.768844202161E+00,+1.436432152987E+00
-4.970000E-06,+1.768844202161E+00,+1.476633157581E+00
-4.965000E-06,+1.809045206755E+00,+1.436432152987E+00
-4.960000E-06,+1.809045206755E+00,+1.436432152987E+00
-4.955000E-06,+1.809045206755E+00,+1.436432152987E+00
-4.950000E-06,+1.809045206755E+00,+1.436432152987E+00
-4.945000E-06,+1.846733648563E+00,+1.436432152987E+00
-4.940000E-06,+1.849246211350E+00,+1.436432152987E+00
-4.935000E-06,+1.889447215945E+00,+1.436432152987E+00
-4.930000E-06,+1.849246211350E+00,+1.436432152987E+00
-4.925000E-06,+1.889447215945E+00,+1.396231148392E+00
-4.920000E-06,+1.889447215945E+00,+1.433919590199E+00
-4.915000E-06,+1.889447215945E+00,+1.396231148392E+00
-4.910000E-06,+1.889447215945E+00,+1.396231148392E+00
-4.905000E-06,+1.929648220539E+00,+1.396231148392E+00
-4.900000E-06,+1.929648220539E+00,+1.396231148392E+00
-4.895000E-06,+1.969849225134E+00,+1.396231148392E+00
-4.890000E-06,+1.969849225134E+00,+1.396231148392E+00
-4.885000E-06,+1.967336662347E+00,+1.356030143797E+00
-4.880000E-06,+1.969849225134E+00,+1.356030143797E+00
-4.875000E-06,+2.010050229728E+00,+1.356030143797E+00
-4.870000E-06,+1.969849225134E+00,+1.356030143797E+00
-4.865000E-06,+2.010050229728E+00,+1.315829139203E+00
-4.860000E-06,+2.010050229728E+00,+1.315829139203E+00
-4.855000E-06,+2.010050229728E+00,+1.315829139203E+00
-4.850000E-06,+2.050251234323E+00,+1.356030143797E+00
-4.845000E-06,+2.050251234323E+00,+1.275628134608E+00
-4.840000E-06,+2.050251234323E+00,+1.313316576416E+00
-4.835000E-06,+2.050251234323E+00,+1.315829139203E+00
-4.830000E-06,+2.090452238917E+00,+1.315829139203E+00
-4.825000E-06,+2.090452238917E+00,+1.315829139203E+00
-4.820000E-06,+2.090452238917E+00,+1.315829139203E+00
-4.815000E-06,+2.090452238917E+00,+1.275628134608E+00
-4.810000E-06,+2.130653243512E+00,+1.275628134608E+00
-4.805000E-06,+2.130653243512E+00,+1.275628134608E+00
-4.800000E-06,+2.130653243512E+00,+1.235427130014E+00
