x-axis,1,2
second,Volt,Volt
-10.00000E-06,+1.08542712405E+00,-573.61807674E-03
-9.99000E-06,+1.08542712405E+00,-533.41707215E-03
-9.98000E-06,+1.08542712405E+00,-533.41707215E-03
-9.97000E-06,+1.12562812865E+00,-533.41707215E-03
-9.96000E-06,+1.12562812865E+00,-493.21606755E-03
-9.95000E-06,+1.16331657046E+00,-493.21606755E-03
-9.94000E-06,+1.16582913324E+00,-493.21606755E-03
-9.93000E-06,+1.16582913324E+00,-493.21606755E-03
-9.92000E-06,+1.20351757505E+00,-453.01506296E-03
-9.91000E-06,+1.20603013784E+00,-453.01506296E-03
-9.90000E-06,+1.20603013784E+00,-453.01506296E-03
-9.89000E-06,+1.24623114243E+00,-453.01506296E-03
-9.88000E-06,+1.24623114243E+00,-412.81405836E-03
-9.87000E-06,+1.24623114243E+00,-412.81405836E-03
-9.86000E-06,+1.28643214703E+00,-372.61305377E-03
-9.85000E-06,+1.28643214703E+00,-372.61305377E-03
-9.84000E-06,+1.28643214703E+00,-372.61305377E-03
-9.83000E-06,+1.32663315162E+00,-372.61305377E-03
-9.82000E-06,+1.32663315162E+00,-372.61305377E-03
-9.81000E-06,+1.32663315162E+00,-332.41204917E-03
-9.80000E-06,+1.36683415622E+00,-332.41204917E-03
-9.79000E-06,+1.40452259802E+00,-332.41204917E-03
-9.78000E-06,+1.36683415622E+00,-292.21104458E-03
-9.77000E-06,+1.40452259802E+00,-292.21104458E-03
-9.76000E-06,+1.40703516081E+00,-292.21104458E-03
-9.75000E-06,+1.40703516081E+00,-292.21104458E-03
-9.74000E-06,+1.44723616540E+00,-292.21104458E-03
-9.73000E-06,+1.44723616540E+00,-252.01003999E-03
-9.72000E-06,+1.44723616540E+00,-252.01003999E-03
-9.71000E-06,+1.48743717000E+00,-252.01003999E-03
-9.70000E-06,+1.48743717000E+00,-211.80903539E-03
-9.69000E-06,+1.48743717000E+00,-211.80903539E-03
-9.68000E-06,+1.48743717000E+00,-211.80903539E-03
-9.67000E-06,+1.52763817459E+00,-171.60803080E-03
-9.66000E-06,+1.52763817459E+00,-171.60803080E-03
-9.65000E-06,+1.56783917919E+00,-171.60803080E-03
-9.64000E-06,+1.56783917919E+00,-171.60803080E-03
-9.63000E-06,+1.60804018378E+00,-131.40702620E-03
-9.62000E-06,+1.60804018378E+00,-131.40702620E-03
-9.61000E-06,+1.60804018378E+00,-131.40702620E-03
-9.60000E-06,+1.60804018378E+00,-91.20602161E-03
-9.59000E-06,+1.64824118838E+00,-91.20602161E-03
